textID,text,selected_text,sentiment
f0298436d7, i`m both. But more girl than guy.,i`m both. But more girl than guy.,0
eb03f33dc5,  wut itell u yesterday lol,wut itell u yesterday lol,0
a92db139c6, one of them is,one of them is,0
c2227e28c5,Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,Happy Mothers Day,1
0beb972c15,Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!,IT NEVER ENDS!!!!!,-1
d73fb02890,_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack & boulder pad.,_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack & boulder pad.,0
ec54adf4e2," no, stay and play!!!","no, stay and play!!!",0
484220447c,Another day I haven`t got time to play plus it`s raining and chilly And also have a headache - WTH? . . going back to sulking mode.,headache,-1
91f408f6f0,Off work in half an hour. Getting an MRI after that. Yay me,Yay me,1
e08456d6c8," I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",error,-1
919cc6ac79,definitely ready for a plate of pancakes.,ready,1
44e6ea482a,I made it six days in a row w/out an accident in the house and then pops took me to a strange place and didn`t give me time after b-fast,accident,-1
434af71088,Very bad things.......I need to stop thinking!,Very bad things..,-1
962887779b,"rblpn   , You know, I could listen to every version of War Pigs ever recorded  ? http://blip.fm/~5z10d","rblpn   , You know, I could listen to every version of War Pigs ever recorded  ? http://blip.fm/~5z10",0
c55a76ce0f,Sushi joint was closed  but still had a nice lunch w/ Angel!,nice,1
9dea561ebe, i hear you.. it pisses me off haha,pisses,-1
64ba04f1d6,"I`d rather be at #BEATweetup.  Instead, I`m taking my cue from  and shutting down.   reprezent-zent!","I`d rather be at #BEATweetup.  Instead, I`m taking my cue from  and shutting down.   reprezent-zen",0
85bd4a3db0," i dont even have a WII! b likes xbox, so that`s what we have  do you use it?","b likes xbox,",1
51e724b717,Geography papers are so boring!  I hate revision!,hate,-1
7f24574379,Crawling back into bed...because I can,Crawling back into bed...because I can,0
5e13a993c5, Lol read me like a book,Lol read me like a book,0
9c7bb80379, You know we do!,You know we do!,0
0252b13fbe, do u ever answer ur fans on here?? i wish u would. i have a question i`ve been wanting to ask u for months,do u ever answer ur fans on here?? i wish u would. i have a question i`ve been wanting to ask u for months,0
ccbbe89f39," No, rather we`re OMG it`s nearly Monday","No, rather we`re OMG it`s nearly Monday",0
2838f92a2b,has just joined the twitter community,has just joined the twitter community,0
1832e988d7,_carter  we can`t see the video it`s private,_carter  we can`t see the video it`s private,0
6d14b3f8f5,HAPPY MOTHER`S DAYYYY!!!,HAPPY MOTHER`S DAYYYY!!!,1
0c75a74d90,"saw kim kardashian on robertson today, ate a hella good sandwich at bay cities in santa monica, and just downloaded a lot of new songs",good,1
ce7169efb0,Just got back.,Just got back.,0
8f2a36da4c,monday morning . lets whip out some code today,monday morning . lets whip out some code today,0
fb63ff9083, so I`ve organised a day of indulgence & luxury for her. A pamper day  fingers crossed she likes the surprise..,e likes the surprise..,1
2110fb71f1,"Kidney Stones again  What did I ever do to deserve this kind of pain, not once or twice but five times in my life??? Took drugs, peace out","What did I ever do to deserve this kind of pain,",-1
4ad354230f,Happy Star Wars day!!  unbelievable,Happy Star Wars day!!  unbelievable,1
96b649ae86,i need to speak with ! but i left my phone at home,i need to speak with ! but i left my phone at home,0
8de55e944a," i feel like a nerd saying it, but the new star trek looks kinda cool, i might see it haha. Let me know how it goes!","i feel like a nerd saying it, but the new star trek looks kinda cool, i might see it haha. Let me know how it goes!",0
3c8cc973d1,Yorks V Lancs on the telly. Not going too well for Yorkshire.,Not going too well for Yorkshire.,-1
402c3481c9,Hey i`m on FaceBook come check me out http://bit.ly/17jIy8   tell me ur username if you ADD ME,Hey i`m on FaceBook come check me out http://bit.ly/17jIy8   tell me ur username if you ADD ME,0
a91e71e882," not in this part of Surrey either, feeling quite a bit nippy I must say. Afternoon to you",feeling quite a bit nippy I must say.,1
eb821905be,"_SocksO_o: I`m sorry, Shannon.","I`m sorry, Shannon.",-1
f733d25c52,_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,thanx very much,1
e3d824d128, i`m watching CQC a brazilian humor program,i`m watching CQC a brazilian humor program,0
75293e6d71,"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...","wow, 5 pm rolled around really fast.",-1
d1da906d59," Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn","Hi, I teach some Chinese lessons on youtube... Feel free to have a look",0
7401c4869e,Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later.,Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later.,0
1a9451c9e4,My poor phone is nekkid without its cover.,poor,-1
f1b1afdfaf,"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn`t have to grow up!",which really sucks,-1
fa680dc315,Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,The whole family is at my house. I am at work,-1
28f02419f9, i hope you feel better,i hope you feel better,1
535bd2fe9b,i had a new friend who called himself shame.,shame.,-1
19e2e43496,_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,i heard 88db is better for mixing down...especially  if you use 808 sounds,0
b528919eb7,my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.,my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.,0
b06478bee5,is working tomorrow all day so can`t do anything tonight  Whats the plan for Saturday?,is working tomorrow all day so can`t do anything tonight  Whats the plan for Saturday?,0
2f9e51681e," haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",curse u super cool beautiful women who are likely unavailable!,0
668e026593,"Just spoke to Keith Urban`s record company, we can`t get him on the show till we`re back from holidays  sorry Jack, we`re trying mate!",sorry,-1
147cd4f426,WHAT DO YOU WANT FROM ME?!  I`m awake.,WHAT DO YOU WANT FROM ME?!  I`m awake.,0
6b3c5d881b, hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,0
f5a08bfb29,This sars has really got me down.,got me down.,-1
9906db3eb7,done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,good,1
edfebfc89e,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,0
2a381bb204,   Doh! I`m an inside job LOLzor.,Doh! I`m an inside job LOLzor.,0
fb216c870d,Happy Birthday to my ****,Happy Birthday to my ****,1
d715de6cbf,So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,-1
4e02b2978b,if someone had`ve told me things would get this hard..i would never have done it,if someone had`ve told me things would get this hard..i would never have done it,1
878c210da3,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,0
62e1a784c5,Headed back to Pulaski,Headed back to Pulaski,0
c4a3cd911f, http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,you both have so beatiful eyes,1
37f83bdfd5, oh yeah...haven`t seem that in ages!! got to watch that soon!! thanks for reminding me!!,thanks,1
f9e7cec877, rlly dead?  Descanse em paz... #luto #sad #RIP,dead?,-1
e910a0e1c3, omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,whoops,-1
ac29f09cc7,My best mate found out that I am moving. She doesn`t understand I wanna do something with my life; Leaving to go to Uni..,doesn`t understand,-1
5f4144f159, saw you today! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!,! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!,1
4fda9b8ef4,Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,0
d3960d0cf0,"haven`t twittered in forever. yeah, just had my sixteenth birthday party tonight","haven`t twittered in forever. yeah, just had my sixteenth birthday party tonight",0
6a9d0c69d1, Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!,Awesome,1
6df9f8afd9,http://simoneserhan.tumblr.com new post,http://simoneserhan.tumblr.com new post,0
6a38e69fb9,UUUUUGH!!! I HATE I MISSED  INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,I HATE I MISSED  INTERVIEW!,-1
3a58fe626c, really? awesome! we love it...and I work at buckhead church too. I love it all around.,awesome! we love it.,1
6d6430bd5d," When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good","When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",1
f40b3b80ba," Omg. I am so sorry. Sorry, I never know what to say","Omg. I am so sorry. Sorry,",-1
c6a4c7d952,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,0
e5b3486ba2,"wow, nothing like a sale to perk up a girl`s evening, huh!","wow,",1
a3df1e8e30,Im am going to send some twits to some folk...............,Im am going to send some twits to some folk...............,0
eb789743a8," Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer","Thanks for the tip! Unfortunately a major crash in my https site,",0
ae0986aa1b,"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?","I`m gonna start writing a proper blog,",1
eb510cc65d," nothing  it`s sad, actually","nothing  it`s sad,",-1
3d7be0b382,Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #`s work.,None of their phone #`s work.,-1
0523856194,I burnt my arm.  (just thought you should know),burnt,-1
0f8c6e0ed2," Haha dude, we have the same b-date :p I`ll wish u ur b-day the 3oth November. I`ll also turn 16  Can u reply to me please ?",wish,1
f7cfe101b8, Heh... I send dem when I get dem Jen... I was shocked I found so many these last few days... earlier in the week nothing...,shocked,-1
121be04fda,mary hates me again  i wana walmart it butno one wants to go,mary hates me again,-1
e595755787,ughhhhhhhh i don`t feel good,ughhhhhhhh i don`t feel good,-1
b52ae6f641, doing research in the library (the building next to that one) will help explain. and not just reading,doing research in the library (the building next to that one) will help explain. and not just reading,0
89fbc71b73, Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great,!i feels great,1
9a7b9ad632," BETTER BE. ALSO, YES. UNF UNF <3 ...Lisa still hasn`t gotten any, btw  *smacked*",*smacked,-1
4c8b993f7b, hehe...nice try,.nice,1
77d4dba784, as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets),g can`t wait for my blankets,1
9179d1c84f,Claude Debussy is my homeboy,Claude Debussy is my homeboy,0
fee6f6f813,Need to sleep but can`t,Need to sleep but can`t,0
e6c8cae898,stressed beyond BELIEF. need a nap,stressed,-1
f98930b9f0,Miss the newest version on Glade on Debian..,Miss the newest version on Glade on Debian..,-1
932f4d62dc,"yes! its finally friday, and im stuck doing projects",im stuck doing projects,-1
e5610b321d," dude, i didn`t know it was a personal experience. sorry something like that went down",sorry,-1
b9d171fe69,i can`t see results for whyareyoustillhere,i can`t see results for whyareyoustillhere,0
a9c123b2ed," thanks for the retweet, man  having a quiet Sunday morning... how`s yours?","thanks for the retweet,",1
4f9167c337,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,0
ea1d804588,i lost my phone.,i lost my phone.,-1
42e89671cb,These difficult situation force us to think about marrying a lovable girl,These difficult situation force us to think about marrying a lovable girl,0
5f02451f6e, glad you liked the gmail add-on too. We visual people like the asthetics to be right don`t we.,glad,1
442a264f77,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,1
c521d2ac75, That just means you were not trying hard enought,That just means you were not trying hard enought,-1
568a49ab00,Doin` the Crocodile Rock,Doin` the Crocodile Rock,0
d876e12b5d,on my way to my dad`s with my sistas..  r.i.p. Deb..,.  r.i.p.,-1
e1c19defec," Yes it`s herrrrr.  Dude, I`m gonna **** cry.","Yes it`s herrrrr.  Dude, I`m gonna **** cry.",-1
9d300f0f9a,just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,i liked it! what a colorful place. such a happy atmosphere,1
0f5a1691df,"and thanks,  , fr. yr congratulatory gweetin`",congratulatory,1
98177b14ce, It`s not much better than instant.,It`s not much better than instant.,0
6db425c736, living quite so close to RAF boulmer that might not be a good thing,might not be a good thing,-1
105d1e102e, thanks  this one will be a hit.  has been a patron since 2001,thanks  this one will be a hit.,1
99078dcd30, its taking forever to upload,its taking forever to upload,-1
b7c00f3a76,on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,0
f254f7b8ff,is super stressed!,is super stressed!,-1
074ec90ae2,@ kbal24 I am sorry that you are feeling that way.,I am sorry,-1
00ce50e664,got caught in the rain outside. now im cold bbbbrrrrrrrrr,got caught in the rain outside. now im cold bbbbrrrrrrrr,0
936068c18b,  thanks for following!  pretty complicated id you have there lol,thanks for following!  pretty complicated id you have there lol,0
4c53e09ca3, enjoy!!!  have a good day. don`t forget to twitpic ****,have a good day,1
a7ee4373a6,Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,0
16242b3ff9,"#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible  -- 'Christ -- without the Crucifiction'  Abstraction w/o `Skin`",Misconstrued,-1
4953e9fae4,So nice how Natalie taught Jameson 'why'!!!,So nice,1
a210e6f2d9, I need them  It would`ve made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,I need them  It would`ve made my picture so much cooler,1
889bc675ff,Still at work whaaaaaaaahhhh,Still at work whaaaaaaaahhhh,0
2cb57ce050,got paid nowhere near as much as she thought she would,got paid nowhere near as much as she thought she would,0
11370b4eed,its my birthday.....happy birthday to me!!!!,happy birthday to me!!!!,1
b901a1a0c2,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That`s nice of Simon to take charge.","Aw bless her,",1
864adb0d02, jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,They cancel flights and don`t have a lot of backup planes. And no first class,-1
3f348dc959,"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",killed,-1
182a1c6ffd,"  we are at FOrt Belvoir, on base.  Hubs is stationed at the pentagon.  I cant wait for pug pups!!  I just looooove mine!",s!!  I just looooove,1
aa21f7ccbb, haha me tooooo! I miss you I havnt seen you in ages,miss,-1
95002a2537,Ooh I have snazzed up my profile with summery colors,Ooh I have snazzed up my profile with summery colors,0
ca94b84d39,**** just spent a week whole of pay on shopping  oh well i`m happy!!!,happy!,1
1f5340e36f,Whoooooo! Spcn 2009!  ready to cheer for !,Whoooooo! Spcn 2009!  ready to cheer for !,1
382de9c105,Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly,t .well despite recession things are fkin costly,-1
22982a3021, I adoreeeee Matt Nathanson!! I am so jealous of you right now.,I adoreeeee Matt Nathanson!! I am so jealous of you right now.,0
2b51ee6000, LOL that is so Charlie......I miss Charlie,LOL that is so Charlie......I miss Charlie,0
81d827d3ea,about to run the hinckley half marathon!  Fingers crossed for a <1h30m time,about to run the hinckley half marathon!  Fingers crossed for a <1h30m time,0
e91cf02b45, the justice left when DJ Talent was voted off (N),the justice left when DJ Talent was voted off (N),0
05e15c27ed,is not sleeping because he has paperwork to do.,is not sleeping because he has paperwork to do.,0
e86bed912a,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog,0
79617aaeda," any ideas, tempat apa yang paling cocok? jupiter seru juga","any ideas, tempat apa yang paling cocok? jupiter seru juga",0
f3cf8ec01b,Humous and Dorito`s.... Oh yes,Humous and Dorito`s.... Oh yes,0
7f20b3874a,Making a birthday song to a special person!!,Making a birthday song to a special person!!,0
1a4f7e83c6," sorry again, I don`t have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now.","sorry again,",-1
744a347fe1,Heading home after a long week. Wish someone onther than marketers would follow me,Wish,1
30c1729a6f," aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours","cute,",1
164bbd99fc, I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,>> HELP?,-1
14d8e92a3e,_Attack thanks dude!,thanks,1
9672b4ee61,"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i`m still all ditzy from the Justin Timberlake skits","sorry, that made me happy and i`m still all ditzy from the Justin Timberlake skits",0
d8a37edc56, i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,o talented,1
4c6e4651e1, Wish you were coming to Australia & New Zealand with the Sticky Tour Ant,Wish you were coming to Australia & New Zealand with the Sticky Tour Ant,0
7b686593dd,: just the dinner,: just the dinner,0
a61b26ff39,"On way to the wimbledon with  to watch star trek, IMAX baby","On way to the wimbledon with  to watch star trek, IMAX baby",0
89cffcbd41,is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters,Goodnight,1
08764e843c,Time for bed!  Hope your saturday was as lovely as mine was...,Time for bed!  Hope your saturday was as lovely as mine was...,1
c9ed90d81c,"_A_R_A I was wondering where you were, how come you didn`t twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",not nice,-1
a45e3b097b,how r u feeling? and when r u guys coming back to canad?... come to vancouver!,how r u feeling? and when r u guys coming back to canad?... come to vancouver!,0
1729c2c311, Oh no! So sorry about your pets..,Oh no! So sorry about your pets..,-1
eedc5ecfd4,"So much happier, despite my looming departure","happier,",1
6ec699a905,my phone is dead  this sucks,sucks,-1
9197df16e5,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",hate di,-1
89e4a3e8b6,"it appears we found the dog.....as we were posting signs with his picture, someone else was posting 'found' signs with his picture....","it appears we found the dog.....as we were posting signs with his picture, someone else was posting 'found' signs with his picture....",0
bf3c8e5503,"Yay, I won at the  Bags #Giveaway from . And those bags are so pretty!! Or maybe I`ll have a belt? We`ll see!",won,1
bcf82d0251, FRUITY PEBBLES?! What? Over Lucky Charms,FRUITY PEBBLES?! What? Over Lucky Charms,0
8d1413e0fa,Negghead mix on the air!   http://tinyurl.com/ckdwao,Negghead mix on the air!,0
a27c60ef3f," i want to but i can`t call you cause i live in argentina  I really really love you mitchel! You`re AWESOME, you Rock!?",I really really love you mitchel! You`re AWESOME,1
533a07da93,Golden Girls marathon about to end  #lofnotc,Golden Girls marathon about to end  #lofnotc,0
a79efefe4e, well I hovered over the button LOL NOT - sleep well Tiff and you are welcome,welcome,1
789668fb9f, serio barroca?? parabens!!!!!!! May the 4th be with you!,May,1
e78c1ad3f5,off to work... off at 10:30....lammmeeee,lammmeeee,-1
384d9e877d," yeah, but no closer to the secret of stumble.","yeah, but no closer to the secret of stumble.",0
208f0ce7b1,Okay haileys really gone now.  everyone keep her in your prayers.,Okay haileys really gone now.  everyone keep her in your prayers.,-1
e216faca02,hates the sound of silence..doesnt like being shut out..,hates the sound of silence..doesnt like being shut out..,-1
979d46a2d4, again your fault  i didnt make u leave,again your fault  i didnt make u leave,-1
bd7ce9d236,"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",hate:,-1
f8e730fb86,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he`s gone but a child will always win in that situation sadly","Ps BGT was both fab and sad, I thought Greg was awesome, sad he`s gone but a child will always win in that situation sadly",0
22d13d2640,why wouldn`t I?,why wouldn`t I?,0
bc2b74c6d7, yes not for putting inside anything else,yes not for putting inside anything else,0
9d0515f138, who what?  call me,who what?  call me,0
9e1f431a10,i am not happy at all,i am not happy at all,-1
352b05a450," i miss you too; i need to talk to you, i keep screwing up ..  lovee u !","i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",1
83c32757d0,Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,0
93258e4642,Going to the Chiro to see what is wrong with my bum ankle.,what is wrong with my bum ankle.,-1
03bfc4f08a,...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,0
41b71fc4a3,"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...","fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",-1
1adf0ebca0, Why so expensive,expensive,-1
2f10b348f4, congrats!!!  I highly doubt u`ll have buyer`s remorse...u`ve wanted that car for a while.,congrats!,1
f4e66c4f1a,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",tiiiiiiired! Going to bed!,-1
bc209b3ad3,"You know you`re up too late when the TCU nightly scan starts! Oh well, I graduated today","You know you`re up too late when the TCU nightly scan starts! Oh well, I graduated today",0
4213f65406,missing someonee...,missing,-1
2c4e264a1f,Off to see the Doc in a bit to get the knee checked out,Off to see the Doc in a bit to get the knee checked out,0
7107ef22f7,Rain. One more reason to stay snuggled beneath the duvet,Rain. One more reason to stay snuggled beneath the duvet,0
050e393833," Hey, not anymore. I`m back now.","Hey, not anymore. I`m back now.",0
33cb8c2f5f, wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!,good,1
90de57062c,_deadgirl :hard stare:,hard stare:,0
fe64cd0bea, So long as they hold your wine without tipping.,So long as they hold your wine without tipping.,0
9ab5b2e403,"I miss my closest freind,Shirley, She went to France for the summer  I miss you Shirley!!!!",miss,-1
3df0002826," Yeah, and that`s where everything becomes difficult and generalisations break down. Not an easy problem  .",. Not an easy problem,-1
d5a48e9def,   I`m not leaving yet!,I`m not leaving yet!,0
0c31be4269,Platypuses are the only mammals that can lay eggs.,Platypuses are the only mammals that can lay eggs.,0
4101fad169,Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh,pampering wi,1
25aa6711e2,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,0
ab936e4839, PRIDE next weekend in Long Beach!!,PRIDE,1
b192905ce6,Throwin` down in the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,Throwin` down in the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,0
31155fb47b,_Songs I know  Especially since the summer is such a boring TV time to begin with.,such a boring TV,-1
13cbbc1fd4,Thanks    _Twit01,Thanks,1
d4d73f8bff," yeah. No vomiting tonight, bit sniffly but ok.  bens trying to get him to sleep right now.","yeah. No vomiting tonight, bit sniffly but ok.  bens trying to get him to sleep right now.",0
dc93cd26e1, http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,0
63d91c25a2, - mostley yellow and green,- mostley yellow and green,0
fc09ea40a4,Birthday Girl ?  blessed to live another year & celebrate with loved ones,blessed,1
8d548e722c,sooo reluctant to study for finals right now.... but i have to,sooo reluctant to study for finals right now.... but i have to,0
68036f7944, Nice musli bars!,Nice,1
a9d552a200,I am sitting here taking a little break and trying to recharge so I can continue housework,recharge,1
f90dccdae7,"this hole twitter thing is new too me, its not letting me change my picture so your stuvk with the wee stpid thing for now",stuvk with the wee stpid thing fo,-1
d07423d091,at work,at work,0
984c53d87d," You`re welcome, of course!","You`re welcome, of course!",1
6c21d33903, no sorry twitter sucks balls since the replys change  #fixreplies,no sorry,-1
2f2542a3c2,"Whoa, I didn`t mean to sleep for more than an hour","Whoa, I didn`t mean to sleep for more than an hour",0
12c910a306,Driving Back home because I forgot the piece of cake for _era,Driving Back home because I forgot the piece of cake for _era,0
76ac7da001,_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,you`ll be alright,1
b81723c6ee, i wish i was home in bed naked,i wish i was home in bed naked,-1
53dc40c5ef, LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it`s called 'Because I Said So',a good flick,1
daac9b8406,You such a good friend <3 I miss you so much,You such a good friend <3 I miss you so much,0
ed31aaf838,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,0
443f6d754f,"...wait, I lied.",lied.,-1
bfc6990ce4,_Manford Awww thats such a lovely thing for u to say to me  are u doing any in manchester? x,lovely,1
5bb8674ce0,I am totally knackered and back in the meeting,I am totally knackered,-1
c48674bca0,"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",skint,-1
a2bc3f79a8, Have a nice Sunday  ****,nice,1
b46e4e7f4a,"AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",I owe you,1
c049a372a4,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,0
6086bce947,just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz,just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz,0
9818dd9b5d," I`m doing good thanks   And yourself? and sorry, lil busy at the moment.",good,1
bd1e4b2ed7, A 25 year old zebra with wind? Lol,A 25 year old zebra with wind? Lol,0
e5d05cbae2, aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',0
453afd05e3,"Wow one year today Luc Bourdon was killed, doesn`t seem that long ago","Wow one year today Luc Bourdon was killed, doesn`t seem that long ago",-1
77c0dc0317," Been there, done that!!  Ew!!",Ew!!,-1
5c8339ce76,Chauncey is giving his last sac speech...,Chauncey is giving his last sac speech...,0
7ea3de2b8f, Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always,Enjoy,1
407d628039,is cute,is cute,1
a946e76161, **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,blast!,1
b57e3fc473,Off to the gym by myself!  no fun!,no fun!,-1
479141acc5," actually, web works fine. tweetdeck keeps crashing  i`m in NJ today avoiding nascar","actually, web works fine. tweetdeck keeps crashing  i`m in NJ today avoiding nascar",0
46a6a79fa7,work suckd.. another closing nite with 30 dollars pockeded..  i need a new job,work suckd..,-1
74c70e8289,I may have to take a trip in to the loft to get the fans down...its like being in spain!! Except without a pool to cool down in  xxxxxxxx,I may have to take a trip in to the loft to get the fans down...its like being in spain!! Except without a pool to cool down in  xxxxxxxx,0
6ca23f90ff, Thats actually not that fun as you would think... I was hurting for a week after a similar experience.,Thats actually not that fun as you would think.,-1
45d99f1c41,good morning/midday nation!  FORMULA ONE IN ONE HOUR!,good morning/m,1
5f403063fd, aww preciate the loves hunnie,loves,1
